,Ticker,Company,Sector,Industry,P/E,EPS (ttm),Insider Own %,Perf Week %,Market Cap,Forward P/E,EPS next Y %,Insider Trans %,Perf Month %,PEG,EPS next Q,Inst Own %,Short Float %,Perf Quarter %,P/S,EPS this Y %,Inst Trans %,Short Ratio,Perf Half Y %,Book/sh,P/B,ROA %,Target Price,Perf Year %,Cash/sh,P/C,EPS next 5Y %,ROE %,Perf YTD %,Dividend,P/FCF,EPS past 5Y %,ROI %,52W High %,Beta,Dividend % %,Quick Ratio,Sales past 5Y %,Gross Margin %,52W Low %,ATR,Current Ratio,Sales Q/Q %,Oper. Margin %,RSI (14),Volatility %,Debt/Eq,EPS Q/Q %,Profit Margin %,Rel Volume,LT Debt/Eq,Earnings,Avg Volume,Price,Volume,Market Cap 2,Death MACD,Golden MACD,50-MA,200-MA,50 %,200 %,MOM-25,EMOM-25,ETF,Tick
100,CSTL,"Castle Biosciences, Inc.",Healthcare,Diagnostics & Research,0.0,-0.16,3.9,-9.33,1610000000.0,0.0,65.9,-62.08,-16.01,0.0,-0.12,90.0,7.16,37.14,25.57,127.6,32.91,4.09,50.55,8.35,8.26,-2.0,86.2,112.18,7.84,8.8,0.0,-2.7,2.73,0.0,156.38,0.0,11.3,-35.95,0.0,0.0,6.6,0.0,85.7,228.32,7.85,6.6,2.7,-1.6,38.9,11.16% 9.75,0.14,-170.9,-5.3,1.25,0.08,03/08,347.42K,68.98,"435,174",1.61B,2021-02-19,2021-02-04,78.44639984130859,54.304224948883046,-12.06734771826168,27.02510728204181,114.181,116.951,ARKG,CSTL
101,CSX,CSX Corporation,Industrials,Railroads,25.45,3.6,0.1,0.09,70360000000.0,18.7,12.23,-5.14,2.59,1.65,1.01,76.8,0.9,1.05,6.65,-13.7,-0.26,1.8,17.96,17.17,5.34,7.0,100.26,32.87,4.08,22.47,15.42,22.2,0.97,1.12,38.24,12.5,11.6,-6.06,1.16,1.22,2.1,-2.2,79.0,95.75,2.28,2.2,-2.1,41.2,52.81,2.69% 2.26,1.28,0.1,26.1,0.81,1.24,NAN,3.81M,91.63,"3,077,644",70.36B,2021-03-04,2021-02-11,90.2711674499512,80.49321357727052,1.5052785827791322,13.835683690325729,99.239,101.113,QQQ,CSX
102,CTAS,Cintas Corporation,Industrials,Specialty Business Services,38.16,8.89,0.7,4.63,36050000000.0,34.25,2.07,-18.97,2.33,3.04,2.19,66.2,1.15,-5.97,5.2,1.6,-0.51,2.16,-0.88,34.27,9.9,11.9,371.33,23.38,6.62,51.26,12.55,27.8,-3.99,3.0,31.86,19.1,17.0,-8.08,1.49,0.88,1.7,10.1,45.8,119.89,9.99,2.1,-51.9,17.7,51.24,4.40% 2.79,0.71,-42.9,13.8,1.18,0.64,12/22,478.50K,339.35,"564,393",36.05B,2021-02-25,2021-02-02,337.47001037597664,317.9717890167236,0.5570834640769641,6.723304306141456,100.173,99.979,QQQ,CTAS
103,CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,28.67,2.57,0.1,0.31,39060000000.0,16.81,10.54,-12.55,-7.1,12.25,0.94,93.1,1.78,-5.65,2.35,-21.8,-1.43,3.27,7.11,20.41,3.61,7.8,84.62,22.99,5.14,14.34,2.34,12.8,-10.05,0.96,16.13,-0.6,12.2,-10.9,1.13,1.3,1.9,6.0,36.3,84.23,2.03,1.9,-2.3,12.7,43.38,2.69% 2.42,0.07,-17.6,8.4,0.91,0.06,NAN,2.88M,73.71,"2,610,811",39.06B,2021-03-04,2021-03-05,77.67175384521484,69.36485837936401,-5.100636523683851,6.264182933773078,94.069,97.431,"QQQ,XSW",CTSH
104,CTXS,"Citrix Systems, Inc.",Technology,Software - Application,33.93,3.99,1.0,1.41,17320000000.0,18.46,15.3,-9.34,2.33,3.13,1.43,97.6,4.2,6.41,5.35,-20.5,2.5,3.41,-8.34,0.91,148.87,11.0,159.23,16.32,6.86,19.74,10.85,0.0,4.13,1.48,23.97,24.4,30.3,-21.95,0.24,1.09,0.9,4.1,84.6,30.5,4.31,0.9,0.0,18.8,51.53,3.98% 2.67,0.0,-42.6,15.6,0.72,15.46,NAN,1.51M,135.47,"1,086,928",17.32B,2021-03-03,2021-03-01,133.2215998840332,135.31786434173583,1.687714393104415,0.11242836191972669,102.485,102.387,"QQQ,PSJ,XSW",CTXS
105,CVLT,"Commvault Systems, Inc.",Technology,Software - Application,0.0,-0.61,1.5,-2.29,2960000000.0,25.81,20.05,-10.55,-3.35,0.0,0.47,95.7,3.07,27.34,4.25,-264.8,0.13,3.7,42.53,8.81,7.07,-3.3,70.86,53.91,8.16,7.63,10.0,-6.7,12.46,0.0,35.13,-17.4,-2.6,-13.91,0.76,0.0,1.7,2.0,84.7,156.68,2.58,1.7,6.6,-5.0,45.2,4.88% 3.48,0.0,346.7,-4.1,0.95,0.0,NAN,382.52K,62.27,"365,061",2.96B,2021-02-18,2021-01-28,61.84499992370606,47.23159992218017,0.6872019998677892,31.839700756691347,115.102,113.848,XSW,CVLT
106,CWEN,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,70.62,0.39,0.68,-0.98,2220000000.0,0.0,0.0,0.0,-14.36,0.0,0.0,96.69,0.0,-7.92,1.92,0.0,0.0,3.5,7.94,16.22,1.68,0.0,0.0,25.94,0.0,0.0,0.0,0.0,-14.84,1.3,0.0,0.0,0.0,-26.97,0.0,4.78,0.0,0.0,0.0,68.67,1.15,0.0,12.2,0.0,30.08,4.67% 3.40,0.0,-17.9,0.0,1.47,0.0,NAN,895.33K,27.19,"1,315,358",2.22B,2021-01-15,2021-01-04,31.75813526153565,27.08889689445495,-14.384141965250757,0.37322710459186625,90.689,96.871,TAN,CWEN
107,DBX,"Dropbox, Inc.",Technology,Software - Infrastructure,0.0,-0.63,0.8,4.15,9780000000.0,16.4,13.11,-1.72,-1.84,0.0,0.31,79.3,5.16,16.76,5.11,-383.2,-1.65,1.97,7.95,0.81,28.99,-9.6,29.43,21.41,2.69,8.72,16.8,-36.8,5.81,0.0,19.93,5.7,-46.8,-8.64,0.0,0.0,1.1,26.0,78.3,61.37,1.0,1.1,13.0,-14.5,52.41,3.73% 4.03,0.81,0.0,-13.4,1.12,0.51,NAN,8.15M,23.48,"9,111,928",9.78B,2021-02-19,2021-01-27,23.150300102233885,21.390650024414057,1.4241711611086245,9.767585244961136,103.216,104.669,XSW,DBX
108,DCT,"Duck Creek Technologies, Inc.",Technology,Software - Application,0.0,-0.21,0.9,-8.08,5720000000.0,4831.11,150.0,-91.06,-16.75,0.0,-0.03,63.7,3.93,9.94,25.54,-66.4,15.01,4.88,15.95,4.75,9.15,0.0,50.7,0.0,2.96,14.67,53.7,0.0,0.42,0.0,0.0,0.0,-4.1,-26.8,0.0,0.0,4.6,0.0,54.6,23.87,3.53,4.6,-52.8,-4.8,32.99,7.31% 6.53,0.0,-21.2,-5.6,1.41,0.0,NAN,761.65K,43.48,"1,071,351",5.72B,2021-02-19,2021-01-11,48.9621999359131,,-11.196800681114787,,115.287,110.406,XSW,DCT
109,DDOG,"Datadog, Inc.",Technology,Software - Application,0.0,-0.08,1.3,-13.85,24920000000.0,323.62,92.42,-66.4,-25.62,0.0,0.03,79.0,6.78,-12.09,41.3,-51.8,7.81,4.04,-2.36,3.09,26.6,0.2,123.81,73.78,4.93,16.67,0.0,0.4,-16.5,0.0,423.17,0.0,-2.7,-31.17,0.0,0.0,6.5,0.0,78.4,184.63,6.05,6.5,61.3,-0.4,27.92,7.73% 5.70,0.61,-255.9,0.6,2.41,0.61,NAN,3.42M,82.2,"8,260,201",24.92B,2021-02-17,2021-02-02,102.38259979248045,93.0771000289917,-19.71291980608874,-11.686118310093125,102.634,101.425,XSW,DDOG
110,DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,31.99,10.94,0.1,0.2,109650000000.0,19.36,15.7,-41.29,16.17,0.94,4.38,80.0,0.92,35.07,2.96,-12.5,-1.07,1.51,61.13,44.92,7.79,4.5,360.41,119.92,22.21,15.75,34.17,26.7,30.02,3.6,16.93,8.5,6.9,-3.71,1.01,1.03,0.0,4.2,34.4,229.59,11.02,0.0,19.3,15.6,63.99,3.40% 2.82,3.26,137.6,9.3,1.15,2.33,NAN,1.72M,349.83,"1,978,340",109.65B,2021-02-18,2021-02-19,305.26248107910163,229.7799488067627,14.599736843962072,52.24566017037257,113.005,112.606,ARKQ,DE
111,DISCA,"Discovery, Inc.",Communication Services,Entertainment,35.48,1.81,2.8,21.16,27320000000.0,19.32,13.94,-54.92,57.44,5.26,0.69,0.0,9.47,126.47,2.56,-37.1,4.78,5.0,194.59,21.36,3.01,2.7,44.4,154.66,4.92,13.07,6.75,9.2,113.53,0.0,11.69,11.6,7.8,2.03,1.54,0.0,2.0,10.8,64.3,275.29,2.84,2.0,0.4,22.7,84.09,5.36% 4.71,1.47,-38.0,8.6,1.03,1.44,NAN,8.85M,64.25,"9,082,381",27.32B,2021-02-04,2021-02-10,42.039400024414064,27.545350036621087,52.832818647952394,133.25171005117264,143.871,137.09,QQQJ,DISCA
112,DISCK,"Discovery, Inc.",Communication Services,Entertainment,37.35,1.42,4.83,17.78,,15.87,13.6,0.0,51.47,2.9,0.67,87.63,2.72,109.98,0.0,-8.1,0.0,2.45,169.31,15.96,3.32,0.0,37.33,122.5,0.0,0.0,12.9,0.0,102.37,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,243.49,2.05,0.0,0.4,0.0,86.5,4.63% 4.29,0.0,-43.1,0.0,2.04,0.0,,4.96M,53.0,"10,123,173",0,2021-02-02,2021-02-08,35.798199844360354,24.29635000228882,48.05213734329609,118.13976171320869,139.819,133.534,QQQJ,DISCK
113,DISH,DISH Network Corporation,Communication Services,Entertainment,11.24,3.01,1.3,7.3,17810000000.0,14.02,-14.71,-5.91,10.02,0.0,0.81,85.4,13.24,-8.57,1.15,15.9,3.46,6.16,-4.76,26.2,1.29,5.0,40.39,7.57,7.09,4.77,0.0,14.0,4.55,0.0,6.15,11.9,6.4,-10.77,2.01,0.0,1.1,0.3,33.9,97.83,1.37,1.2,40.6,16.7,59.1,4.31% 3.98,1.14,77.2,11.4,0.79,0.99,NAN,5.31M,33.81,"4,202,618",17.81B,2021-02-25,2021-03-01,31.81839977264404,32.106749868392946,6.259272124263922,5.304959669193418,100.54,100.965,QQQJ,DISH
114,DKNG,DraftKings Inc.,Financial,Shell Companies,0.0,-1.79,8.3,-3.27,21910000000.0,0.0,33.3,-33.54,-0.98,0.0,-0.48,51.5,4.97,16.48,74.94,0.0,10.9,1.0,49.17,5.6,10.63,-39.2,63.6,231.77,3.8,15.67,40.0,-46.6,27.84,0.0,0.0,0.0,0.0,-17.52,0.0,0.0,2.9,0.0,35.9,461.51,4.7,2.9,98.2,0.0,48.65,10.67% 6.67,0.0,0.0,0.0,1.58,0.0,NAN,16.36M,59.52,"25,773,210",21.91B,2021-03-05,2021-03-01,56.32670013427735,45.42212512969971,5.669247192024627,31.037462095938483,118.648,114.238,"ARKW,ARKF",DKNG
115,DLB,"Dolby Laboratories, Inc.",Communication Services,Entertainment,31.98,3.08,1.0,0.95,9920000000.0,25.92,12.65,-35.57,8.09,2.0,0.67,95.5,1.24,9.4,7.88,-34.2,2.46,1.58,38.82,25.47,3.87,10.7,99.5,45.71,11.54,8.54,16.0,13.0,1.47,0.88,40.07,5.2,8.7,-2.92,0.99,0.89,5.4,3.7,88.5,120.59,2.53,5.5,33.6,26.6,59.69,3.07% 2.14,0.0,175.2,25.2,0.8,0.0,NAN,505.48K,98.56,"406,118",9.92B,2021-01-04,2021-02-10,94.3736102294922,77.28556167602541,4.435975014972496,27.527054035209385,100.291,104.078,PSJ,DLB
116,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,25.73,4.04,0.1,5.99,24650000000.0,16.84,10.18,-47.11,-0.82,2.33,2.11,91.1,1.73,-6.76,0.98,151.9,-0.61,1.99,9.9,29.4,3.54,4.7,121.01,33.45,4.72,22.04,11.06,14.5,-3.67,0.0,9.52,3.7,9.9,-9.85,0.83,0.0,0.3,22.4,30.3,72.89,3.27,1.3,7.5,5.8,49.8,4.52% 2.83,0.51,28.8,3.8,1.19,0.46,NAN,2.03M,104.08,"2,406,352",24.65B,2021-02-23,2021-02-08,106.59880004882812,98.25370006561279,-2.36287842609333,5.929852952607857,96.099,99.016,QQQ,DLTR
117,DMRC,Digimarc Corporation,Technology,Information Technology Services,0.0,-3.53,2.8,-12.63,465160000.0,0.0,1.9,-40.11,-27.23,0.0,-0.56,48.7,13.94,-36.94,19.38,2.4,-4.59,9.47,93.88,5.65,5.66,-54.9,23.0,54.59,4.31,7.42,20.0,-66.1,-32.32,0.0,0.0,-4.7,-68.3,-45.57,1.21,0.0,8.9,-2.2,66.9,222.28,3.61,8.9,0.0,0.0,31.1,12.76% 8.44,0.07,-4.8,0.0,2.74,0.03,NAN,164.47K,31.97,"450,402",465.16M,2021-02-23,2021-02-03,43.32999973297119,29.17224994182587,-26.217400883866155,9.590450046716617,89.2,98.801,XSW,DMRC
118,DOCU,"DocuSign, Inc.",Technology,Software - Application,0.0,-1.19,1.1,-9.86,37960000000.0,183.07,50.2,-20.09,-13.73,0.0,0.22,75.5,1.93,-6.15,29.27,62.7,0.29,1.1,-22.95,2.29,89.22,-11.0,278.41,130.6,3.22,63.41,50.0,-43.7,-8.09,0.0,203.97,0.0,-19.6,-29.6,0.0,0.0,1.0,0.0,74.5,214.9,14.22,1.0,53.5,-14.8,31.91,8.15% 5.75,1.14,-20.1,-16.8,2.1,1.14,03/11,3.22M,204.31,"6,769,761",37.96B,2021-02-23,2021-02-08,241.39179901123046,212.29562519073482,-15.361664796866306,-3.761558997534791,100.646,101.557,"ARKW,ARKK,ARKF,QQQ,PSJ,XSW",DOCU
119,DOMO,"Domo, Inc.",Technology,Software - Application,0.0,-3.31,1.2,-11.36,1640000000.0,0.0,31.9,-37.06,-17.76,0.0,-0.43,87.3,7.13,53.05,8.2,21.0,2.9,3.26,26.86,-2.66,0.0,-47.3,65.33,197.63,2.89,19.53,0.0,143.5,-11.42,0.0,0.0,0.0,-223.5,-28.49,0.0,0.0,0.9,0.0,71.6,641.34,5.49,0.9,19.6,-41.8,38.1,10.82% 8.38,0.0,28.5,-47.6,1.27,0.0,03/11,576.74K,56.49,"731,207",1.64B,2021-02-11,2021-02-08,66.66620010375975,43.88569999694824,-15.264406982731035,28.72074503523528,101.848,114.037,"PTF,XSW",DOMO
120,DOX,Amdocs Limited,Technology,Software - Infrastructure,15.08,5.12,4.8,1.93,10250000000.0,15.22,7.84,0.0,3.23,2.51,1.13,95.6,1.47,17.08,2.43,6.8,0.14,2.45,23.32,29.18,2.65,0.0,83.67,17.65,11.41,6.77,6.0,0.0,8.94,1.44,18.8,5.4,11.7,-1.92,0.81,1.86,1.9,2.7,33.5,75.41,1.61,1.9,4.3,0.0,57.98,2.25% 1.89,0.19,158.5,0.0,1.57,0.17,NAN,782.02K,77.27,"1,225,523",10.25B,2021-02-22,2021-02-02,73.30751434326172,63.76219661712646,5.405292611865109,21.18465815094794,108.672,108.107,QQQJ,DOX
121,DQ,Daqo New Energy Corp.,Technology,Semiconductor Equipment & Materials,340.34,0.23,76.4,-23.28,5220000000.0,17.18,133.57,0.0,-33.18,0.0,1.15,64.4,8.19,99.25,9.54,-56.8,-23.51,1.75,257.47,1.85,43.23,6.5,105.22,548.45,0.0,0.0,0.0,12.6,39.44,0.0,0.0,0.6,4.0,-38.63,0.77,0.0,0.4,13.9,29.2,861.47,13.35,0.5,49.6,21.9,39.57,16.34% 12.32,0.51,294.2,14.0,1.5,0.21,03/09,2.86M,79.98,"4,289,027",5.22B,2021-02-17,2021-01-04,91.67660018920898,43.69017999649048,-12.75854489048314,83.06173150677016,147.113,143.975,TAN,DQ
122,DT,"Dynatrace, Inc.",Technology,Software - Application,141.85,0.35,0.7,0.34,14200000000.0,79.38,1.78,-85.13,-0.38,3.74,0.14,97.2,2.86,31.26,21.59,-289.3,2.33,2.14,6.94,3.77,13.24,4.6,59.15,49.98,1.05,47.4,37.9,9.5,15.39,0.0,76.4,0.0,-25.0,-12.05,0.0,0.0,1.0,0.0,81.2,191.99,3.09,1.0,27.6,12.0,50.19,7.39% 5.70,0.0,914.2,14.5,1.43,0.43,NAN,2.58M,49.93,"3,686,943",14.20B,2021-02-22,2021-02-03,47.05379989624024,41.66605003356933,6.112577751642063,19.83377344330122,118.922,114.341,"PSJ,XSW",DT
123,DXC,DXC Technology Company,Technology,Information Technology Services,0.0,-11.26,0.5,8.21,6860000000.0,7.95,43.2,-1.24,6.52,0.0,0.7,86.0,2.47,22.16,0.38,-596.1,-1.13,1.96,21.99,22.24,1.23,-11.0,30.62,36.79,15.6,1.75,-9.11,-58.6,5.98,0.0,27.65,-67.9,-35.3,-9.46,2.47,0.0,1.1,19.3,21.3,245.44,1.18,1.1,-14.6,-10.3,57.95,4.11% 3.91,1.1,1239.0,-15.7,1.25,0.96,NAN,3.17M,27.29,"3,959,291",6.86B,2021-01-26,2021-03-03,26.53159984588623,20.836699934005736,2.858478789515439,30.97083552785824,96.414,102.783,XSW,DXC
124,DXCM,"DexCom, Inc.",Healthcare,Diagnostics & Research,72.95,4.99,0.8,-8.47,34810000000.0,107.78,42.17,-23.91,-7.05,3.09,0.31,96.1,3.95,9.27,18.07,362.2,-0.95,4.16,-18.68,18.99,19.17,14.0,467.56,26.87,28.32,12.86,23.6,35.2,-1.52,0.0,125.87,55.2,15.8,-20.2,0.78,0.0,5.2,36.8,67.7,99.97,15.74,5.6,22.9,15.2,37.86,4.54% 3.80,0.0,257.3,25.6,0.86,0.94,NAN,909.33K,364.09,"780,364",34.81B,2021-02-23,2021-02-01,380.72420166015627,386.5214001464844,-4.369094895365856,-5.803404452634013,109.048,106.294,QQQ,DXCM
125,EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,32.85,4.04,0.2,-1.02,38500000000.0,21.63,10.13,-59.11,-5.84,2.26,1.05,96.2,2.24,2.36,6.79,209.4,2.06,2.15,-4.99,27.46,4.83,10.2,157.59,20.32,23.11,5.74,14.52,15.1,-7.66,0.68,19.97,30.8,35.2,-11.78,0.89,0.51,2.2,4.2,74.5,54.74,4.06,2.2,5.0,22.4,37.03,2.64% 2.67,0.13,-38.6,20.8,0.84,0.05,NAN,2.98M,132.6,"2,511,016",38.50B,2021-02-19,2021-02-18,141.41249450683594,133.03291996002199,-6.231765119177603,-0.3254231810833653,99.771,101.567,"QQQ,PSJ,XSW",EA
126,EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,14.98,3.59,3.5,-4.71,36940000000.0,11.67,12.29,-0.62,-7.37,0.8,1.07,93.7,3.01,4.69,3.6,99.9,-2.08,2.54,-2.41,5.17,10.4,29.6,69.42,44.44,5.36,10.03,18.8,197.1,6.99,0.72,25.0,17.3,15.8,-17.1,1.16,1.34,1.8,3.6,75.9,106.61,2.14,1.8,28.3,26.4,34.96,4.24% 3.30,2.18,94.5,55.2,1.07,2.17,NAN,7.77M,53.76,"8,313,182",36.94B,2021-02-19,2021-02-04,56.71421569824218,52.96976072311402,-5.208950986751888,1.4918686928127771,110.714,107.162,QQQ,EBAY
127,EBIX,"Ebix, Inc.",Technology,Software - Application,8.07,3.08,13.9,1.93,749230000.0,6.36,20.12,-0.02,-47.13,0.81,0.88,82.1,21.07,-27.25,1.36,4.8,-0.39,7.54,7.16,19.08,1.3,6.1,0.0,12.44,3.73,6.66,10.0,17.2,-34.55,0.3,17.11,13.6,12.0,-61.26,2.64,1.21,1.7,22.1,55.3,184.0,4.8,1.7,4.8,24.1,31.39,7.63% 10.09,1.23,19.5,17.2,1.15,1.16,,702.55K,24.85,"809,505",749.23M,2021-02-12,2021-02-09,40.88489433288574,28.37869859695435,-39.21960566249546,-12.43432141505268,101.303,105.889,XSW,EBIX
128,ECOM,ChannelAdvisor Corporation,Technology,Software - Application,35.14,0.63,1.7,-2.65,638880000.0,21.26,25.91,-60.66,3.77,4.39,0.17,95.7,2.64,51.31,4.4,418.7,5.6,2.15,36.9,4.48,4.91,11.4,32.5,147.75,2.46,8.94,8.0,16.1,37.67,0.0,19.6,22.4,14.3,-23.98,0.89,0.0,2.6,7.6,79.1,401.13,1.46,2.6,15.8,13.1,45.29,7.01% 6.27,0.0,17.0,13.0,1.51,0.0,NAN,346.75K,22.0,"523,581",638.88M,2021-02-22,2021-01-07,20.944200038909916,17.013199982643126,5.041013546130338,29.311358371408136,134.201,124.219,XSW,ECOM
129,EDIT,"Editas Medicine, Inc.",Healthcare,Biotechnology,0.0,-2.0,0.2,-5.08,2810000000.0,0.0,-7.5,-10.15,-33.03,0.0,-0.74,75.1,16.12,31.91,31.0,-14.6,-2.83,2.99,15.13,7.1,5.86,-23.7,54.83,65.53,7.33,5.68,0.0,-38.7,-40.62,0.0,0.0,-46.8,-53.7,-58.35,2.06,0.0,9.2,0.0,0.0,197.14,4.97,9.2,-7.0,0.0,31.11,11.54% 9.42,0.0,118.9,0.0,1.16,0.0,NAN,3.30M,41.63,"3,821,942",2.81B,2021-01-11,2021-01-08,64.6426000213623,41.16622502326965,-35.59974384346758,1.1265909771134037,73.828,106.496,"ARKK,ARKG",EDIT
130,EEFT,"Euronet Worldwide, Inc.",Technology,Software - Infrastructure,0.0,-0.09,2.9,9.55,8810000000.0,20.1,45.86,-11.61,28.26,0.0,0.43,96.6,1.63,19.85,3.55,-101.1,0.15,2.71,60.03,27.53,5.98,-0.1,171.11,49.75,34.22,4.81,15.0,-0.3,13.63,0.0,35.87,-15.3,0.9,4.09,1.74,0.0,1.8,7.0,36.5,168.75,5.93,1.8,1.9,1.9,71.4,3.71% 3.83,1.79,-7.5,-0.1,2.07,0.99,NAN,301.30K,164.67,"622,758",8.81B,2020-12-03,2021-02-08,142.66959991455082,113.78149974822998,15.420524133120079,44.72475785991004,103.492,108.085,"QQQJ,XSW",EEFT
131,EGHT,"8x8, Inc.",Technology,Software - Application,0.0,-1.64,1.1,-3.8,3440000000.0,539.51,142.9,-23.21,-5.1,0.0,-0.01,0.0,16.64,62.84,6.75,-83.6,4.67,7.65,91.45,1.57,20.96,-24.7,39.28,88.7,1.42,23.14,0.0,-95.9,-4.53,0.0,0.0,-13.92,-33.3,-15.98,1.02,0.0,2.1,22.4,55.5,207.57,1.97,2.1,15.3,-29.9,42.91,5.29% 5.44,1.82,19.9,-33.5,0.65,1.82,NAN,2.25M,32.91,"1,450,961",3.44B,2021-01-04,2020-10-29,35.11959991455078,21.76904996395111,-6.291643184794092,51.17793406004378,97.888,113.458,XSW,EGHT
132,EGOV,NIC Inc.,Technology,Software - Application,33.84,1.01,2.6,-1.44,2330000000.0,29.24,16.07,-0.11,21.23,3.38,0.24,90.1,1.66,47.01,5.06,35.6,-0.37,1.67,53.89,4.37,7.83,16.1,30.67,89.74,3.47,9.86,10.0,25.1,32.44,0.36,66.62,9.8,23.3,-3.22,0.31,1.05,2.6,9.5,36.0,120.85,0.73,2.6,62.1,19.0,66.48,1.36% 1.89,0.0,77.8,14.7,2.18,0.0,NAN,661.87K,34.21,"1,439,805",2.33B,2021-03-01,2021-02-09,29.892773895263677,24.202185344696044,14.442373664828615,41.350871885200185,119.005,116.779,XSW,EGOV
133,ENPH,"Enphase Energy, Inc.",Technology,Solar,160.03,0.9,1.8,-18.47,17610000000.0,52.97,27.11,-22.45,-26.89,4.24,0.45,74.9,5.16,12.21,22.74,-22.9,0.42,1.57,86.38,3.81,37.68,12.4,214.81,153.22,5.54,25.91,37.7,33.8,-18.19,0.0,89.97,31.3,24.7,-37.33,1.2,0.0,1.7,16.7,44.7,567.99,15.92,1.7,26.1,24.1,34.86,11.22% 8.55,0.68,-43.3,17.3,1.73,0.01,NAN,3.80M,143.55,"6,563,395",17.61B,2021-01-15,2021-01-06,187.8314001464844,110.28565042495728,-23.575078560853292,30.161992468528,95.876,108.729,"TAN,PTF",ENPH
134,ENTG,"Entegris, Inc.",Technology,Semiconductor Equipment & Materials,46.34,2.17,0.8,-4.65,13340000000.0,29.29,14.86,-6.52,5.09,2.5,0.72,96.5,1.28,7.65,7.18,16.0,-2.71,1.93,41.82,10.22,9.82,10.6,112.0,84.65,4.37,22.97,18.54,23.2,4.39,0.32,49.11,30.6,13.5,-12.0,1.29,0.32,3.0,11.5,45.7,163.17,5.07,4.1,21.2,21.1,47.48,5.80% 4.36,0.79,50.8,15.9,1.06,0.79,NAN,882.77K,100.32,"931,861",13.34B,2021-03-04,2021-02-16,101.51363555908205,80.06791416168213,-1.175837662111259,25.293634847815046,99.733,103.617,"QQQJ,PTF",ENTG
135,ENV,"Envestnet, Inc.",Technology,Software - Application,0.0,-0.13,1.4,11.31,4800000000.0,25.98,3.67,-9.2,-13.04,0.0,0.59,0.0,4.55,-11.85,4.93,-371.3,-3.06,4.62,-16.05,17.74,4.02,-0.6,95.27,-5.75,5.38,13.24,15.0,-1.3,-13.4,0.0,30.8,-23.4,1.0,-22.97,1.43,0.0,2.1,20.9,69.7,56.51,3.51,2.1,7.0,0.9,40.52,4.11% 3.89,0.0,158.3,-1.2,1.8,0.79,NAN,503.10K,71.26,"904,225",4.80B,2021-02-26,2021-02-24,80.72079986572265,79.24429992675782,-11.720399056328096,-10.075551092176179,93.621,96.027,XSW,ENV
136,EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services,64.06,5.6,0.2,-4.03,19570000000.0,38.63,25.13,-51.75,-3.82,3.04,1.68,97.3,1.24,10.8,7.36,23.7,-0.86,2.16,6.16,35.39,10.13,13.1,429.07,54.25,25.32,14.16,21.1,18.1,0.06,0.0,41.15,28.1,16.3,-10.95,1.35,0.0,4.1,23.8,34.9,135.93,13.89,4.1,14.3,14.3,43.34,4.13% 3.50,0.01,13.2,12.3,1.36,0.01,NAN,305.34K,358.55,"414,585",19.57B,2021-02-19,2021-02-02,362.66580017089836,314.91350067138666,-1.134874082132606,13.856661983554714,108.067,106.582,"PTF,XSW",EPAM
137,EPAY,"Bottomline Technologies (de), Inc.",Technology,Software - Infrastructure,0.0,-0.35,2.2,1.6,2110000000.0,31.49,23.97,-7.84,0.48,0.0,0.27,93.9,2.99,-2.23,4.68,-197.7,0.38,5.14,-6.61,10.13,4.5,-1.9,55.81,10.92,3.24,14.06,40.0,-3.6,-13.54,0.0,47.86,24.8,-0.9,-18.02,1.31,0.0,1.8,6.0,57.8,63.91,1.86,1.8,3.8,-0.4,44.57,3.35% 3.59,0.3,-274.2,-3.3,1.21,0.3,NAN,256.11K,45.6,"310,207",2.11B,2021-02-26,2021-02-19,49.20160011291504,47.61404993057251,-7.320087364332781,-4.22994879349532,89.952,96.301,XSW,EPAY
138,ESLT,Elbit Systems Ltd.,Industrials,Aerospace & Defense,26.27,5.0,45.7,3.38,6030000000.0,19.16,9.5,0.0,-6.04,2.41,1.93,6.2,0.73,7.51,1.31,7.5,-7.26,5.79,-0.36,50.65,2.59,2.9,144.5,-7.85,6.28,20.92,10.9,10.1,0.43,1.76,0.0,5.4,10.0,-13.13,0.87,1.34,0.8,8.8,23.7,19.42,3.1,1.2,3.0,6.2,42.02,2.40% 1.64,0.39,-76.5,4.8,0.89,0.24,,30.84K,131.36,"27,425",6.03B,2021-02-17,2021-02-05,135.24419967651366,130.26938808441162,-2.8719898419334364,0.8371973889074424,104.032,104.23,ARKQ,ESLT
